,Presidents_Cup_International_RANK THIS WEEK,Presidents_Cup_International_RANK LAST WEEK,Presidents_Cup_International_PLAYER NAME,Presidents_Cup_International_EVENTS,Presidents_Cup_International_AVG POINTS,Presidents_Cup_International_TOTAL POINTS,Presidents_Cup_International_POINTS LOST,Presidents_Cup_International_POINTS GAINED
401,402,402,Orlan Sumcad,40,0.1,3.86,-0.76,3.6
402,403,403,Jordan Sherratt,40,0.1,3.85,-1.08,3.0
403,404,404,Weitze Yeh,40,0.1,3.82,-4.24,
404,405,405,Jacques Kruyswijk,40,0.09,3.76,-0.29,4.05
405,406,406,Corey Conners,40,0.09,3.75,0.0,3.75
406,407,407,Inn Choon Hwang,40,0.09,3.73,-2.23,2.19
407,408,408,Kim Hyung-Tae,48,0.09,4.41,-9.76,
408,409,409,Masanori Kobayashi,50,0.09,4.59,-16.94,
409,410,410,David Lutterus,40,0.09,3.67,-2.32,1.88
410,411,411,Michael Gligic,40,0.09,3.65,-2.58,
411,412,412,Danny Sahl,40,0.09,3.6,0.0,3.6
412,413,413,Bong-Sub Kim,40,0.09,3.59,-2.05,
413,414,414,Gustavo Acosta,40,0.09,3.55,-2.1,
414,415,415,Daniel Fox,40,0.09,3.5,-0.9,3.2
415,416,416,Tetsuji Hiratsuka,40,0.09,3.46,-11.76,
416,417,417,Madalitso Muthiya,40,0.09,3.46,-0.93,2.0
417,418,418,Adam Stephens,40,0.09,3.46,-2.35,
418,419,419,Heung-Chol Joo,40,0.09,3.44,-4.12,
419,420,420,Mackenzie Hughes,40,0.09,3.41,-4.15,3.41
420,421,421,Anthony Michael,40,0.08,3.38,-2.07,3.65
421,422,422,Kenichi Kuboya,40,0.08,3.37,-2.02,1.85
